lunar file index, lat_long,azimuth,elevation,earth_azimuth,earth_elevation
1093135 ,( -89.03374359797407 49.31810869454418 ), -56.28535128260823 , 2.300503338316599 , -54.85570989695467 , 6.899109838917924
1093136 ,( -89.03460289562601 49.37747683447263 ), -56.30374260032904 , 2.269016265529476 , -54.85570989695467 , 6.899109838917924
1093137 ,( -89.03546115509332 49.43695069646483 ), -56.322584334660654 , 2.219206738736202 , -54.85570989695467 , 6.899109838917924
1093138 ,( -89.03631837360126 49.49653043466938 ), -56.34189323695047 , 2.1503892237031335 , -54.85570989695467 , 6.899109838917924
1093139 ,( -89.03717454836857 49.55621620286833 ), -56.36168689941915 , 2.088808275661581 , -54.85570989695467 , 6.899109838917924
1093140 ,( -89.03802967660748 49.61600815447105 ), -56.38198380857367 , 2.0438455735662284 , -54.85570989695467 , 6.899109838917924
1093141 ,( -89.03888375552373 49.67590644250819 ), -56.402803402759 , 1.9977045684512467 , -54.85570989695467 , 6.899109838917924
1093142 ,( -89.03973678231652 49.73591121962542 ), -56.42416613418213 , 1.9596810194809984 , -54.85570989695467 , 6.899109838917924
1093143 ,( -89.0405887541786 49.7960226380773 ), -56.44609353587231 , 1.9111665773022193 , -54.85570989695467 , 6.899109838917924
1093144 ,( -89.04143966829618 49.856240849721 ), -56.46860829404738 , 1.8517378295035138 , -54.85570989695467 , 6.899109838917924
1093145 ,( -89.04228952184894 49.91656600601002 ), -56.49173432625541 , 1.7906725061980941 , -54.85570989695467 , 6.899109838917924
1093146 ,( -89.04313831201016 49.97699825798785 ), -56.51549686613 , 1.7574794139142773 , -54.85570989695467 , 6.899109838917924
1093147 ,( -89.04398603594652 50.03753775628165 ), -56.53992255508228 , 1.7133430075737266 , -54.85570989695467 , 6.899109838917924
1093148 ,( -89.04483269081825 50.09818465109577 ), -56.56503954185619 , 1.6679358499897279 , -54.85570989695467 , 6.899109838917924
1093149 ,( -89.04567827377913 50.15893909220537 ), -56.5908775906421 , 1.5800630679025482 , -54.85570989695467 , 6.899109838917924
1093150 ,( -89.0465227819764 50.21980122894987 ), -56.617468198581186 , 1.5522165741100398 , -54.85570989695467 , 6.899109838917924
1093151 ,( -89.04736621255084 50.28077121022648 ), -56.64484472368338 , 1.534116019644533 , -54.85570989695467 , 6.899109838917924
1093152 ,( -89.04820856263673 50.34184918448357 ), -56.67304252432162 , 1.493953829598177 , -54.85570989695467 , 6.899109838917924
1093153 ,( -89.0490498293619 50.4030352997141 ), -56.70209911136867 , 1.4307193312894932 , -54.85570989695467 , 6.899109838917924
1093154 ,( -89.0498900098477 50.46432970344893 ), -56.73205431443677 , 1.3211715445962229 , -54.85570989695467 , 6.899109838917924
1093155 ,( -89.05072910120903 50.52573254275015 ), -56.76295046386462 , 1.2194085092065552 , -54.85570989695467 , 6.899109838917924
1093156 ,( -89.05156710055428 50.58724396420434 ), -56.79483258988494 , 1.1143672399277385 , -54.85570989695467 , 6.899109838917924
1093157 ,( -89.05240400498543 50.64886411391578 ), -56.82774864139808 , 1.017514009702614 , -54.85570989695467 , 6.899109838917924
1094389 ,( -89.01271916729625 48.03270261617697 ), -55.42011609693044 , 2.6572319560695727 , -54.85570989695467 , 6.899109838917924
1094390 ,( -89.01360071516847 48.08967161125204 ), -55.42631464992816 , 2.6024262197232964 , -54.85570989695467 , 6.899109838917924
1094391 ,( -89.01448128628184 48.14674247262661 ), -55.43263164194859 , 2.5602284683724634 , -54.85570989695467 , 6.899109838917924
1094392 ,( -89.01536087801489 48.20391536021448 ), -55.439070502547615 , 2.531006751411009 , -54.85570989695467 , 6.899109838917924
1094393 ,( -89.01623948773965 48.26119043368902 ), -55.44563479498891 , 2.5430248232616495 , -54.85570989695467 , 6.899109838917924
1094394 ,( -89.01711711282171 48.31856785247793 ), -55.45232822280768 , 2.5552662363188854 , -54.85570989695467 , 6.899109838917924
1094395 ,( -89.01799375062018 48.37604777575816 ), -55.45915463678174 , 2.5606288713351133 , -54.85570989695467 , 6.899109838917924
1094396 ,( -89.01886939848774 48.43363036245051 ), -55.466118042328084 , 2.5517254135613077 , -54.85570989695467 , 6.899109838917924
1094397 ,( -89.01974405377058 48.49131577121452 ), -55.47322260734267 , 2.5208676058517767 , -54.85570989695467 , 6.899109838917924
1094398 ,( -89.02061771380842 48.54910416044294 ), -55.48047267049544 , 2.511346415552326 , -54.85570989695467 , 6.899109838917924
1094399 ,( -89.02149037593456 48.60699568825656 ), -55.48787275011917 , 2.538632792414822 , -54.85570989695467 , 6.899109838917924
1094400 ,( -89.02236203747577 48.6649905124987 ), -55.49542755356658 , 2.5589943455285558 , -54.85570989695467 , 6.899109838917924
1094401 ,( -89.0232326957524 48.7230887907298 ), -55.503141987213056 , 2.572212150524447 , -54.85570989695467 , 6.899109838917924
1094402 ,( -89.02410234807827 48.78129068022199 ), -55.51102116708138 , 2.555136215896563 , -54.85570989695467 , 6.899109838917924
1094403 ,( -89.0249709917608 48.83959633795347 ), -55.51907043015281 , 2.537676586549894 , -54.85570989695467 , 6.899109838917924
1094404 ,( -89.02583862410086 48.89800592060307 ), -55.52729534645205 , 2.527628567148126 , -54.85570989695467 , 6.899109838917924
1094405 ,( -89.0267052423929 48.95651958454459 ), -55.535701731874916 , 2.5173438876825456 , -54.85570989695467 , 6.899109838917924
1094406 ,( -89.02757084392485 49.01513748584122 ), -55.54429566192031 , 2.5068146177390687 , -54.85570989695467 , 6.899109838917924
1094407 ,( -89.02843542597823 49.0738597802398 ), -55.553083486365914 , 2.4475946346763386 , -54.85570989695467 , 6.899109838917924
1094408 ,( -89.029298985828 49.1326866231652 ), -55.56207184483881 , 2.4114997655672568 , -54.85570989695467 , 6.899109838917924
1094409 ,( -89.03016152074272 49.19161816971448 ), -55.57126768364437 , 2.3910749405466474 , -54.85570989695467 , 6.899109838917924
1094410 ,( -89.03102302798442 49.2506545746512 ), -55.58067827360652 , 2.353441942069826 , -54.85570989695467 , 6.899109838917924
1094411 ,( -89.03188350480866 49.30979599239951 ), -55.590311229282655 , 2.3064444544175413 , -54.85570989695467 , 6.899109838917924
1094412 ,( -89.03274294846454 49.36904257703835 ), -55.600174529492115 , 2.2668618176884148 , -54.85570989695467 , 6.899109838917924
1094413 ,( -89.0336013561947 49.4283944822955 ), -55.61027653937546 , 2.234964836422071 , -54.85570989695467 , 6.899109838917924
1094414 ,( -89.03445872523523 49.48785186154166 ), -55.620626034033656 , 2.1759603359560105 , -54.85570989695467 , 6.899109838917924
1094415 ,( -89.03531505281583 49.54741486778447 ), -55.63123222400571 , 2.0977118435394524 , -54.85570989695467 , 6.899109838917924
1094416 ,( -89.0361703361597 49.60708365366245 ), -55.64210478257575 , 2.044446618544398 , -54.85570989695467 , 6.899109838917924
1094417 ,( -89.03702457248355 49.666858371439 ), -55.653253875188966 , 2.008017887351743 , -54.85570989695467 , 6.899109838917924
1094418 ,( -89.03787775899761 49.72673917299622 ), -55.66469019118187 , 1.9706313260238109 , -54.85570989695467 , 6.899109838917924
1094419 ,( -89.0387298929057 49.78672620982885 ), -55.67642497797804 , 1.950938999554039 , -54.85570989695467 , 6.899109838917924
1094420 ,( -89.03958097140512 49.84681963303801 ), -55.68847007792595 , 1.911770302401612 , -54.85570989695467 , 6.899109838917924
1094421 ,( -89.0404309916867 49.90701959332503 ), -55.700837968243405 , 1.852339138942617 , -54.85570989695467 , 6.899109838917924
1094422 ,( -89.04127995093485 49.96732624098518 ), -55.71354180408166 , 1.810725261391096 , -54.85570989695467 , 6.899109838917924
1094423 ,( -89.0421278463275 50.02773972590132 ), -55.72659546519711 , 1.7580827913553003 , -54.85570989695467 , 6.899109838917924
1094424 ,( -89.04297467503609 50.08826019753761 ), -55.74001360655123 , 1.703948025242092 , -54.85570989695467 , 6.899109838917924
1094425 ,( -89.04382043422567 50.1488878049331 ), -55.753811713208044 , 1.627972430124831 , -54.85570989695467 , 6.899109838917924
1094426 ,( -89.04466512105478 50.20962269669531 ), -55.76800615990806 , 1.5600773908327543 , -54.85570989695467 , 6.899109838917924
1094427 ,( -89.04550873267554 50.27046502099375 ), -55.782614275910234 , 1.5214976702695615 , -54.85570989695467 , 6.899109838917924
1094428 ,( -89.04635126623361 50.33141492555347 ), -55.797654415549204 , 1.5029438277140141 , -54.85570989695467 , 6.899109838917924
1094429 ,( -89.04719271886825 50.39247255764842 ), -55.81314603517918 , 1.4623055880160853 , -54.85570989695467 , 6.899109838917924
1094430 ,( -89.04803308771221 50.45363806409492 ), -55.829109777122234 , 1.3330596269757595 , -54.85570989695467 , 6.899109838917924
1094431 ,( -89.04887236989188 50.51491159124505 ), -55.84556756142539 , 1.2330434013192968 , -54.85570989695467 , 6.899109838917924
1094432 ,( -89.04971056252717 50.57629328497991 ), -55.86254268623904 , 1.1636443950871083 , -54.85570989695467 , 6.899109838917924
1094433 ,( -89.05054766273159 50.63778329070299 ), -55.88005993787544 , 1.092003313612888 , -54.85570989695467 , 6.899109838917924
1094434 ,( -89.05138366761223 50.69938175333335 ), -55.898145711508185 , 1.0063804492201762 , -54.85570989695467 , 6.899109838917924
1094435 ,( -89.05221857426976 50.76108881729888 ), -55.9168281438557 , 0.9888427836774539 , -54.85570989695467 , 6.899109838917924
1094436 ,( -89.05305237979844 50.82290462652941 ), -55.936137259223884 , 0.9466516888111196 , -54.85570989695467 , 6.899109838917924
1094437 ,( -89.05388508128614 50.88482932444991 ), -55.95610513040694 , 0.8785432426047827 , -54.85570989695467 , 6.899109838917924
1094438 ,( -89.05471667581432 50.9468630539735 ), -55.976766056464875 , 0.84536313019794 , -54.85570989695467 , 6.899109838917924
1094439 ,( -89.05554716045805 51.00900595749452 ), -55.99815675927175 , 0.8363053713843123 , -54.85570989695467 , 6.899109838917924
1094440 ,( -89.056376532286 51.07125817688156 ), -56.02031660117753 , 0.8526717038166568 , -54.85570989695467 , 6.899109838917924
1094441 ,( -89.05720478836048 51.13361985347039 ), -56.04328782671259 , 0.8827355572694427 , -54.85570989695467 , 6.899109838917924
1094442 ,( -89.05803192573744 51.19609112805685 ), -56.06711583126171 , 0.9138956609307606 , -54.85570989695467 , 6.899109838917924
1094443 ,( -89.05885794146644 51.2586721408898 ), -56.091849460297446 , 0.9053513279494231 , -54.85570989695467 , 6.899109838917924
1094444 ,( -89.0596828325907 51.32136303166391 ), -56.11754134347597 , 0.8964500998654913 , -54.85570989695467 , 6.899109838917924
1094445 ,( -89.06050659614704 51.38416393951245 ), -56.14424826823532 , 0.7738902852714203 , -54.85570989695467 , 6.899109838917924
1094446 ,( -89.06132922916602 51.44707500300008 ), -56.172031598617465 , 0.6174611653855459 , -54.85570989695467 , 6.899109838917924
1094447 ,( -89.06215072867178 51.5100963601155 ), -56.20095774560442 , 0.39557781338418274 , -54.85570989695467 , 6.899109838917924
1094448 ,( -89.06297109168221 51.57322814826422 ), -56.23109869689776 , 0.11916503073903761 , -54.85570989695467 , 6.899109838917924
1094449 ,( -89.06379031520882 51.63647050426106 ), -56.26253261452521 , -0.10762858428965244 , -54.85570989695467 , 6.899109838917924
1094450 ,( -89.06460839625684 51.69982356432286 ), -56.29534451131039 , -0.1715188404489516 , -54.85570989695467 , 6.899109838917924
1094451 ,( -89.0654253318252 51.76328746406095 ), -56.329627017983114 , -0.10975682008851186 , -54.85570989695467 , 6.899109838917924
1094452 ,( -89.0662411189065 51.8268623384737 ), -56.36548125577934 , 0.004116854892330722 , -54.85570989695467 , 6.899109838917924
1094453 ,( -89.06705575448713 51.89054832193893 ), -56.4030178318834 , 0.24105664992533377 , -54.85570989695467 , 6.899109838917924
1094454 ,( -89.06786923554714 51.95434554820643 ), -56.44235797801935 , 0.47211456129864415 , -54.85570989695467 , 6.899109838917924
1094455 ,( -89.06868155906032 52.01825415039021 ), -56.48363485717434 , 0.6792026662162758 , -54.85570989695467 , 6.899109838917924
1094456 ,( -89.06949272199427 52.08227426096096 ), -56.52699506803936 , 0.8966898461627334 , -54.85570989695467 , 6.899109838917924
1094457 ,( -89.07030272131027 52.14640601173829 ), -56.57260038263685 , 1.0511463976731108 , -54.85570989695467 , 6.899109838917924
1094458 ,( -89.07111155396342 52.21064953388299 ), -56.62062976101264 , 1.1185138459469397 , -54.85570989695467 , 6.899109838917924
1094459 ,( -89.07191921690257 52.27500495788925 ), -56.67128169531687 , 1.1308110624638446 , -54.85570989695467 , 6.899109838917924
1094460 ,( -89.0727257070704 52.33947241357688 ), -56.72477694826037 , 1.123641228196153 , -54.85570989695467 , 6.899109838917924
1094461 ,( -89.07353102140335 52.40405203008335 ), -56.78136176526829 , 1.1367184708263598 , -54.85570989695467 , 6.899109838917924
1094462 ,( -89.07433515683168 52.46874393585599 ), -56.84131165898178 , 1.0865844816038275 , -54.85570989695467 , 6.899109838917924
1095666 ,( -89.01173804908305 48.08384230618299 ), -54.882589217047574 , 2.670824163753856 , -54.85570989695467 , 6.899109838917924
1095667 ,( -89.01261872082534 48.14080030334466 ), -54.88369735786787 , 2.6093745314031014 , -54.85570989695467 , 6.899109838917924
1095668 ,( -89.01349841521726 48.19785994446858 ), -54.88482660876589 , 2.5740798063410213 , -54.85570989695467 , 6.899109838917924
1095669 ,( -89.01437712964093 48.25502138839577 ), -54.88597758113354 , 2.510473443839927 , -54.85570989695467 , 6.899109838917924
1095670 ,( -89.01525486147209 48.31228479372389 ), -54.887150910180694 , 2.5153230354742866 , -54.85570989695467 , 6.899109838917924
1095671 ,( -89.01613160808 48.36965031880217 ), -54.88834725614131 , 2.5272948167548823 , -54.85570989695467 , 6.899109838917924
1095672 ,( -89.01700736682754 48.42711812172617 ), -54.88956730550498 , 2.539491309750839 , -54.85570989695467 , 6.899109838917924
1095673 ,( -89.01788213507112 48.48468836033252 ), -54.890811772315914 , 2.523195312757384 , -54.85570989695467 , 6.899109838917924
1095674 ,( -89.01875591016076 48.5423611921937 ), -54.89208139961268 , 2.521063051552508 , -54.85570989695467 , 6.899109838917924
1095675 ,( -89.01962868944004 48.60013677461272 ), -54.89337696089735 , 2.5115450695743107 , -54.85570989695467 , 6.899109838917924
1095676 ,( -89.02050047024606 48.65801526461775 ), -54.89469926166598 , 2.5314334547325363 , -54.85570989695467 , 6.899109838917924
1095677 ,( -89.02137124990955 48.71599681895673 ), -54.89604914116091 , 2.5442421407187457 , -54.85570989695467 , 6.899109838917924
1095678 ,( -89.02224102575475 48.774081594092 ), -54.89742747409799 , 2.534625764791416 , -54.85570989695467 , 6.899109838917924
1095679 ,( -89.0231097950995 48.83226974619479 ), -54.89883517259367 , 2.5247895602242707 , -54.85570989695467 , 6.899109838917924
1095680 ,( -89.02397755525517 48.89056143113976 ), -54.90027318813921 , 2.4992775867450145 , -54.85570989695467 , 6.899109838917924
1095681 ,( -89.0248443035267 48.9489568044994 ), -54.901742513820146 , 2.481002019142012 , -54.85570989695467 , 6.899109838917924
1095682 ,( -89.02571003721262 49.00745602153854 ), -54.90324418655623 , 2.4623077405286096 , -54.85570989695467 , 6.899109838917924
1095683 ,( -89.02657475360496 49.06605923720869 ), -54.90477928956689 , 2.435196733481471 , -54.85570989695467 , 6.899109838917924
1095684 ,( -89.02743844998935 49.12476660614238 ), -54.90634895497103 , 2.399382858660564 , -54.85570989695467 , 6.899109838917924
1095685 ,( -89.02830112364497 49.18357828264747 ), -54.907954366616124 , 2.3954022396190457 , -54.85570989695467 , 6.899109838917924
1095686 ,( -89.02916277184453 49.24249442070148 ), -54.90959676300255 , 2.3665301037274653 , -54.85570989695467 , 6.899109838917924
1095687 ,( -89.03002339185434 49.30151517394575 ), -54.91127744056018 , 2.3286078671282096 , -54.85570989695467 , 6.899109838917924
1095688 ,( -89.03088298093425 49.36064069567963 ), -54.912997756997825 , 2.272854943272012 , -54.85570989695467 , 6.899109838917924
1095689 ,( -89.03174153633766 49.4198711388547 ), -54.91475913499336 , 2.2243072735930665 , -54.85570989695467 , 6.899109838917924
1095690 ,( -89.03259905531154 49.47920665606885 ), -54.91656306613281 , 2.174564259175888 , -54.85570989695467 , 6.899109838917924
1095691 ,( -89.03345553509641 49.53864739956034 ), -54.91841111515776 , 2.1235818966822126 , -54.85570989695467 , 6.899109838917924
1095692 ,( -89.03431097292636 49.59819352120185 ), -54.92030492444727 , 2.0624334391330317 , -54.85570989695467 , 6.899109838917924
1095693 ,( -89.03516536602906 49.65784517249447 ), -54.92224621893156 , 2.0356973337897255 , -54.85570989695467 , 6.899109838917924
1095694 ,( -89.0360187116257 49.71760250456168 ), -54.92423681134897 , 1.9991555798965661 , -54.85570989695467 , 6.899109838917924
1095695 ,( -89.03687100693107 49.77746566814324 ), -54.92627860789355 , 1.980103203567219 , -54.85570989695467 , 6.899109838917924
1095696 ,( -89.0377222491535 49.8374348135891 ), -54.928373614309294 , 1.941843823960943 , -54.85570989695467 , 6.899109838917924
1095697 ,( -89.03857243549494 49.89751009085318 ), -54.93052394250311 , 1.8836122605530665 , -54.85570989695467 , 6.899109838917924
1095698 ,( -89.03942156315084 49.95769164948722 ), -54.93273181758708 , 1.842992768395621 , -54.85570989695467 , 6.899109838917924
1095699 ,( -89.0402696293103 50.01797963863456 ), -54.93499958569996 , 1.801249170775886 , -54.85570989695467 , 6.899109838917924
1095700 ,( -89.04111663115593 50.07837420702378 ), -54.93732972222239 , 1.7484717340947433 , -54.85570989695467 , 6.899109838917924
1095701 ,( -89.04196256586395 50.13887550296244 ), -54.93972484087239 , 1.6841961720306255 , -54.85570989695467 , 6.899109838917924
1095702 ,( -89.04280743060419 50.19948367433069 ), -54.942187703448994 , 1.6180758539728386 , -54.85570989695467 , 6.899109838917924
1095703 ,( -89.04365122254 50.26019886857492 ), -54.94472123056204 , 1.5706124801902241 , -54.85570989695467 , 6.899109838917924
1095704 ,( -89.04449393882838 50.32102123270121 ), -54.94732851307863 , 1.5113021653506291 , -54.85570989695467 , 6.899109838917924
1095705 ,( -89.04533557661989 50.38195091326896 ), -54.95001282488659 , 1.4714058674960202 , -54.85570989695467 , 6.899109838917924
1095706 ,( -89.0461761330587 50.44298805638434 ), -54.952777636448964 , 1.4195340192269577 , -54.85570989695467 , 6.899109838917924
1095707 ,( -89.04701560528255 50.50413280769364 ), -54.95562662995163 , 1.3005339150740147 , -54.85570989695467 , 6.899109838917924
1095708 ,( -89.04785399042285 50.56538531237683 ), -54.95856371561159 , 1.2221792649581316 , -54.85570989695467 , 6.899109838917924
1095709 ,( -89.04869128560456 50.62674571514073 ), -54.96159304959979 , 1.1413340522857034 , -54.85570989695467 , 6.899109838917924
1095710 ,( -89.04952748794628 50.68821416021248 ), -54.96471905375393 , 1.0693255150461918 , -54.85570989695467 , 6.899109838917924
1095711 ,( -89.05036259456023 50.74979079133275 ), -54.96794643707633 , 1.006586023264513 , -54.85570989695467 , 6.899109838917924
1095712 ,( -89.05119660255224 50.81147575174895 ), -54.97128021948587 , 0.9772264756419492 , -54.85570989695467 , 6.899109838917924
1095713 ,( -89.05202950902178 50.87326918420847 ), -54.97472575784678 , 0.8987628699937557 , -54.85570989695467 , 6.899109838917924
1095714 ,( -89.05286131106196 50.93517123095181 ), -54.97828877482379 , 0.866513315046117 , -54.85570989695467 , 6.899109838917924
1095715 ,( -89.05369200575952 50.99718203370569 ), -54.98197539050505 , 0.8082355041971319 , -54.85570989695467 , 6.899109838917924
1095716 ,( -89.05452159019485 51.05930173367615 ), -54.98579215766723 , 0.8111849649634483 , -54.85570989695467 , 6.899109838917924
1095717 ,( -89.05535006144203 51.12153047154155 ), -54.98974610061398 , 0.8142168094449788 , -54.85570989695467 , 6.899109838917924
1095718 ,( -89.05617741656872 51.18386838744556 ), -54.99384475829929 , 0.8304616947641923 , -54.85570989695467 , 6.899109838917924
1095719 ,( -89.05700365263633 51.24631562099012 ), -54.998096232527764 , 0.8740297717285446 , -54.85570989695467 , 6.899109838917924
1095720 ,( -89.0578287666999 51.30887231122837 ), -55.00250924130283 , 0.8647292937579709 , -54.85570989695467 , 6.899109838917924
1095721 ,( -89.05865275580815 51.37153859665747 ), -55.00709317864671 , 0.8550425898873636 , -54.85570989695467 , 6.899109838917924
1095722 ,( -89.05947561700351 51.43431461521146 ), -55.011858181352125 , 0.7741257674380216 , -54.85570989695467 , 6.899109838917924
1095723 ,( -89.06029734732212 51.49720050425404 ), -55.016815203951616 , 0.5743063585988634 , -54.85570989695467 , 6.899109838917924
1095724 ,( -89.06111794379377 51.56019640057131 ), -55.02197610281028 , 0.29246777112900985 , -54.85570989695467 , 6.899109838917924
1095725 ,( -89.06193740344202 51.62330244036446 ), -55.027353730894085 , 0.08910153120926677 , -54.85570989695467 , 6.899109838917924
1095726 ,( -89.0627557232841 51.68651875924249 ), -55.03296204476157 , -0.07687591920096767 , -54.85570989695467 , 6.899109838917924
1095727 ,( -89.06357290033102 51.74984549221473 ), -55.038816225570066 , -0.12439308310485261 , -54.85570989695467 , 6.899109838917924
1095728 ,( -89.0643889315875 51.81328277368355 ), -55.04493281638571 , -0.07762712776424778 , -54.85570989695467 , 6.899109838917924
1095729 ,( -89.06520381405203 51.87683073743679 ), -55.05132987849373 , 0.05346845534977224 , -54.85570989695467 , 6.899109838917924
1095730 ,( -89.06601754471683 51.94048951664031 ), -55.058027169555714 , 0.24117413437601923 , -54.85570989695467 , 6.899109838917924
1095731 ,( -89.06683012056791 52.00425924383043 ), -55.06504634760835 , 0.4378685108072146 , -54.85570989695467 , 6.899109838917924
1095732 ,( -89.06764153858505 52.06814005090639 ), -55.07241120514067 , 0.6795214941766494 , -54.85570989695467 , 6.899109838917924
1095733 ,( -89.06845179574184 52.13213206912268 ), -55.080147938771134 , 0.8971238160508764 , -54.85570989695467 , 6.899109838917924
1095734 ,( -89.06926088900562 52.19623542908136 ), -55.08828546062049 , 1.033110118524839 , -54.85570989695467 , 6.899109838917924
1095735 ,( -89.07006881533758 52.26045026072445 ), -55.09685575960267 , 1.1572251862724467 , -54.85570989695467 , 6.899109838917924
1095736 ,( -89.07087557169274 52.32477669332609 ), -55.105894322016574 , 1.170602644722223 , -54.85570989695467 , 6.899109838917924
1095737 ,( -89.07168115501992 52.38921485548477 ), -55.11544062263972 , 1.164564621788197 , -54.85570989695467 , 6.899109838917924
1095738 ,( -89.0724855622618 52.45376487511556 ), -55.12553870156539 , 1.1167138559337697 , -54.85570989695467 , 6.899109838917924
